,,,,,,,,,,,,,,," 863,555,008.10 ",,,,,,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD24,Auto inspection (POC),,,,Nov-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD24,Auto inspection (POC),,,,Dec-24,SHARE,D1602,2024,50000,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD25,Electric Chain Hoists,,,,Jan-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD25,Electric Chain Hoists,,,,Feb-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD25,Electric Chain Hoists,,,,Mar-24,SHARE,D1602,2024,200000,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD25,Electric Chain Hoists,,,,Apr-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD25,Electric Chain Hoists,,,,May-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD25,Electric Chain Hoists,,,,Jun-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD25,Electric Chain Hoists,,,,Jul-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD25,Electric Chain Hoists,,,,Aug-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD25,Electric Chain Hoists,,,,Sep-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD25,Electric Chain Hoists,,,,Oct-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD25,Electric Chain Hoists,,,,Nov-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD25,Electric Chain Hoists,,,,Dec-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD26,Install alternative rework and semi finishing line,,,,Jan-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD26,Install alternative rework and semi finishing line,,,,Feb-24,SHARE,D1602,2024,150000,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD26,Install alternative rework and semi finishing line,,,,Mar-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD26,Install alternative rework and semi finishing line,,,,Apr-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD26,Install alternative rework and semi finishing line,,,,May-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD26,Install alternative rework and semi finishing line,,,,Jun-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD26,Install alternative rework and semi finishing line,,,,Jul-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD26,Install alternative rework and semi finishing line,,,,Aug-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD26,Install alternative rework and semi finishing line,,,,Sep-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD26,Install alternative rework and semi finishing line,,,,Oct-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD26,Install alternative rework and semi finishing line,,,,Nov-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD26,Install alternative rework and semi finishing line,,,,Dec-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2326056M,IRONMAN Project_EP.1,,,,Jan-24,SHARE,D1602,2024,0,2023,PPT1,2326,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2326056M,IRONMAN Project_EP.1,,,,Feb-24,SHARE,D1602,2024,0,2023,PPT1,2326,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2326056M,IRONMAN Project_EP.1,,,,Mar-24,SHARE,D1602,2024,0,2023,PPT1,2326,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2326056M,IRONMAN Project_EP.1,,,,Apr-24,SHARE,D1602,2024,0,2023,PPT1,2326,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2326056M,IRONMAN Project_EP.1,,,,May-24,SHARE,D1602,2024,0,2023,PPT1,2326,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2326056M,IRONMAN Project_EP.1,,,,Jun-24,SHARE,D1602,2024,1850000,2023,PPT1,2326,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2326056M,IRONMAN Project_EP.1,,,,Jul-24,SHARE,D1602,2024,4800000,2023,PPT1,2326,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2326056M,IRONMAN Project_EP.1,,,,Aug-24,SHARE,D1602,2024,0,2023,PPT1,2326,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2326056M,IRONMAN Project_EP.1,,,,Sep-24,SHARE,D1602,2024,1800000,2023,PPT1,2326,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2326056M,IRONMAN Project_EP.1,,,,Oct-24,SHARE,D1602,2024,500000,2023,PPT1,2326,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2326056M,IRONMAN Project_EP.1,,,,Nov-24,SHARE,D1602,2024,500000,2023,PPT1,2326,BG2024,On Planned,,
D1602,Production Excellence,,SHARE,,,2326056M,IRONMAN Project_EP.1,,,,Dec-24,SHARE,D1602,2024,3800000,2023,PPT1,2326,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD28,Outsource new development Plastic mold and stamping die,,,,Jan-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD28,Outsource new development Plastic mold and stamping die,,,,Feb-24,SHARE,D1602,2024,250000,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD28,Outsource new development Plastic mold and stamping die,,,,Mar-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD28,Outsource new development Plastic mold and stamping die,,,,Apr-24,SHARE,D1602,2024,350000,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD28,Outsource new development Plastic mold and stamping die,,,,May-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD28,Outsource new development Plastic mold and stamping die,,,,Jun-24,SHARE,D1602,2024,350000,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD28,Outsource new development Plastic mold and stamping die,,,,Jul-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD28,Outsource new development Plastic mold and stamping die,,,,Aug-24,SHARE,D1602,2024,350000,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD28,Outsource new development Plastic mold and stamping die,,,,Sep-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD28,Outsource new development Plastic mold and stamping die,,,,Oct-24,SHARE,D1602,2024,350000,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD28,Outsource new development Plastic mold and stamping die,,,,Nov-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD28,Outsource new development Plastic mold and stamping die,,,,Dec-24,SHARE,D1602,2024,350000,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD29,Raw Material Snake chain storage shelf,,,,Jan-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD29,Raw Material Snake chain storage shelf,,,,Feb-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD29,Raw Material Snake chain storage shelf,,,,Mar-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD29,Raw Material Snake chain storage shelf,,,,Apr-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD29,Raw Material Snake chain storage shelf,,,,May-24,SHARE,D1602,2024,350000,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD29,Raw Material Snake chain storage shelf,,,,Jun-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD29,Raw Material Snake chain storage shelf,,,,Jul-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD29,Raw Material Snake chain storage shelf,,,,Aug-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD29,Raw Material Snake chain storage shelf,,,,Sep-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD29,Raw Material Snake chain storage shelf,,,,Oct-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD29,Raw Material Snake chain storage shelf,,,,Nov-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD29,Raw Material Snake chain storage shelf,,,,Dec-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD24,Auto inspection (POC),,,,Jan-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD24,Auto inspection (POC),,,,Feb-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD24,Auto inspection (POC),,,,Mar-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD24,Auto inspection (POC),,,,Apr-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD24,Auto inspection (POC),,,,May-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD24,Auto inspection (POC),,,,Jun-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD24,Auto inspection (POC),,,,Jul-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD24,Auto inspection (POC),,,,Aug-24,SHARE,D1602,2024,1500000,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD24,Auto inspection (POC),,,,Sep-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD24,Auto inspection (POC),,,,Oct-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD24,Auto inspection (POC),,,,Nov-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHARELP,,,Dummy_I&PD24,Auto inspection (POC),,,,Dec-24,SHARE,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHAREPPT1,,,Dummy_Ironman EP.2,IRONMAN Project_EP.2,,,,Jan-24,SHAREPPT1,D1602,2024," 23,000,000.00 ",2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHAREPPT1,,,Dummy_Ironman EP.2,IRONMAN Project_EP.2,,,,Feb-24,SHAREPPT1,D1602,2024,23000000,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHAREPPT1,,,Dummy_Ironman EP.2,IRONMAN Project_EP.2,,,,Mar-24,SHAREPPT1,D1602,2024,23000000,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHAREPPT1,,,Dummy_Ironman EP.2,IRONMAN Project_EP.2,,,,Apr-24,SHAREPPT1,D1602,2024,23000000,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHAREPPT1,,,Dummy_Ironman EP.2,IRONMAN Project_EP.2,,,,May-24,SHAREPPT1,D1602,2024,23000000,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHAREPPT1,,,Dummy_Ironman EP.2,IRONMAN Project_EP.2,,,,Jun-24,SHAREPPT1,D1602,2024,23000000,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHAREPPT1,,,Dummy_Ironman EP.2,IRONMAN Project_EP.2,,,,Jul-24,SHAREPPT1,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHAREPPT1,,,Dummy_Ironman EP.2,IRONMAN Project_EP.2,,,,Aug-24,SHAREPPT1,D1602,2024,8000000,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHAREPPT1,,,Dummy_Ironman EP.2,IRONMAN Project_EP.2,,,,Sep-24,SHAREPPT1,D1602,2024,8100000,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHAREPPT1,,,Dummy_Ironman EP.2,IRONMAN Project_EP.2,,,,Oct-24,SHAREPPT1,D1602,2024,2000000,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHAREPPT1,,,Dummy_Ironman EP.2,IRONMAN Project_EP.2,,,,Nov-24,SHAREPPT1,D1602,2024,8650000,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHAREPPT1,,,Dummy_Ironman EP.2,IRONMAN Project_EP.2,,,,Dec-24,SHAREPPT1,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHAREPPT1,,,Dummy_I&PD28,Outsource new development Plastic mold and stamping die,,,,Jan-24,SHAREPPT1,D1602,2024," 350,000.00 ",2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHAREPPT1,,,Dummy_I&PD28,Outsource new development Plastic mold and stamping die,,,,Feb-24,SHAREPPT1,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHAREPPT1,,,Dummy_I&PD28,Outsource new development Plastic mold and stamping die,,,,Mar-24,SHAREPPT1,D1602,2024,300000,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHAREPPT1,,,Dummy_I&PD28,Outsource new development Plastic mold and stamping die,,,,Apr-24,SHAREPPT1,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHAREPPT1,,,Dummy_I&PD28,Outsource new development Plastic mold and stamping die,,,,May-24,SHAREPPT1,D1602,2024,350000,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHAREPPT1,,,Dummy_I&PD28,Outsource new development Plastic mold and stamping die,,,,Jun-24,SHAREPPT1,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHAREPPT1,,,Dummy_I&PD28,Outsource new development Plastic mold and stamping die,,,,Jul-24,SHAREPPT1,D1602,2024,300000,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHAREPPT1,,,Dummy_I&PD28,Outsource new development Plastic mold and stamping die,,,,Aug-24,SHAREPPT1,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHAREPPT1,,,Dummy_I&PD28,Outsource new development Plastic mold and stamping die,,,,Sep-24,SHAREPPT1,D1602,2024,350000,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHAREPPT1,,,Dummy_I&PD28,Outsource new development Plastic mold and stamping die,,,,Oct-24,SHAREPPT1,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHAREPPT1,,,Dummy_I&PD28,Outsource new development Plastic mold and stamping die,,,,Nov-24,SHAREPPT1,D1602,2024,350000,2024,PPT1,Dumm,BG2024,On Planned,,
D1602,Production Excellence,,SHAREPPT1,,,Dummy_I&PD28,Outsource new development Plastic mold and stamping die,,,,Dec-24,SHAREPPT1,D1602,2024,0,2024,PPT1,Dumm,BG2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD01,3D Printing machine (replacement),,,,Mar-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD01,3D Printing machine (replacement),,,,Apr-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD01,3D Printing machine (replacement),,,,May-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD01,3D Printing machine (replacement),,,,Jun-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD01,3D Printing machine (replacement),,,,Jul-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD01,3D Printing machine (replacement),,,,Aug-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD01,3D Printing machine (replacement),,,,Sep-24,SHARE,D1204,2024,4500000,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD01,3D Printing machine (replacement),,,,Oct-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD01,3D Printing machine (replacement),,,,Nov-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD01,3D Printing machine (replacement),,,,Dec-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD02,Backup for critical machine (Ultrasonic + Electro polishing),,,,Mar-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD02,Backup for critical machine (Ultrasonic + Electro polishing),,,,Apr-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD02,Backup for critical machine (Ultrasonic + Electro polishing),,,,May-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD02,Backup for critical machine (Ultrasonic + Electro polishing),,,,Jun-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD02,Backup for critical machine (Ultrasonic + Electro polishing),,,,Jul-24,SHARE,D1204,2024,150000,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD02,Backup for critical machine (Ultrasonic + Electro polishing),,,,Aug-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD02,Backup for critical machine (Ultrasonic + Electro polishing),,,,Sep-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD02,Backup for critical machine (Ultrasonic + Electro polishing),,,,Oct-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD02,Backup for critical machine (Ultrasonic + Electro polishing),,,,Nov-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD02,Backup for critical machine (Ultrasonic + Electro polishing),,,,Dec-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD03,Enhance PM dimensioning accurately,,,,Mar-24,SHARE,D1204,2024,15000,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD03,Enhance PM dimensioning accurately,,,,Apr-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD03,Enhance PM dimensioning accurately,,,,May-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD03,Enhance PM dimensioning accurately,,,,Jun-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD03,Enhance PM dimensioning accurately,,,,Jul-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD03,Enhance PM dimensioning accurately,,,,Aug-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD03,Enhance PM dimensioning accurately,,,,Sep-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD03,Enhance PM dimensioning accurately,,,,Oct-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD03,Enhance PM dimensioning accurately,,,,Nov-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD03,Enhance PM dimensioning accurately,,,,Dec-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD05,Rofin (laser welding machine) -Sampleline,,,,Mar-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD05,Rofin (laser welding machine) -Sampleline,,,,Apr-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD05,Rofin (laser welding machine) -Sampleline,,,,May-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD05,Rofin (laser welding machine) -Sampleline,,,,Jun-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD05,Rofin (laser welding machine) -Sampleline,,,,Jul-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD05,Rofin (laser welding machine) -Sampleline,,,,Aug-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD05,Rofin (laser welding machine) -Sampleline,,,,Sep-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD05,Rofin (laser welding machine) -Sampleline,,,,Oct-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD05,Rofin (laser welding machine) -Sampleline,,,,Nov-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD05,Rofin (laser welding machine) -Sampleline,,,,Dec-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD06,Software Casting Simulation,,,,Mar-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD06,Software Casting Simulation,,,,Apr-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD06,Software Casting Simulation,,,,May-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD06,Software Casting Simulation,,,,Jun-24,SHARE,D1204,2024,0,2024,PPT1,Dumm,F1_2024,On Planned,,
D1204,Product Prototyping & Samples Development,,SHARE,,,Dummy_I&PD06,Software Casting Simulation,,,,Jul-24,SHARE,D1204,2024,4000000,2024,PPT1,Dumm,F1_2024,On Planned,,
